org_id	org_name
nlg-1	national leasing group
nsl-261	purple cow internet inc
nybh	north york branson hospital
oagc	office of the auditor general of canada
oaotca	oaot canada inc.
obs-1	online business systems
odllf	office de la langue francaise
okan	okanagan internet junction
oma-19	ontario medical association
omega-9	omegasphere inc.
ontar-60	polymer network
operi	operitel corporation
orcsb	ottawa roman catholic school board
osc-7	options software and consulting inc.
pch	peterborough civic hospital
pcl	purolator inc.
ph-285	pegboard hosting inc.
pilla-5	pillar to post inc.
prepo	zerofail
prgl	prince rupert grain ltd.
qic-26	quarry integrated communications inc.
qis-1	quanta information systems
qsrcon	qsr consulting
radars	radarsat international inc.
randte	rand technologies inc.
rc-55	resources canada
rhd	regina health district
rhpc	r&h pc
ricoh-2	ricoh americas corporation
rma-1	richard a. mcbride and associates, inc.
rmo	regional municipality of ottawa-carleton
rn-29	ru
sanmar-1	sanmar canada
sc-973	savvis communications
sd4mrpm	school district #42 (maple ridge -- pitt meadows)
sddfeis-z	societe d'archivage de fichiers electroniques (safe) inc.
sherid-8	the sheridan college institute of technology and advanced learning
smart-175	smartt inc.
sms-608	sp managed services
soc-23	innovation place
societ-1	societe grics
softim	softimage inc.
softwa-5	softwarehouse (west), inc.
south-229	southern graphic systems, llc
ssim	ssi micro ltd.
st-1516	scarborough toyota
stci	softcom inc.
stgh	st. thomas-elgin general hospital
sunwin-1	sunwing energy
swmc-1	sanctuary woods multimedia corporation.
targe-46	targetguru
107331	1073310 ontario, inc.
ab-1675	andelyn biosciences, inc.
abcc	abc communications ltd.
abn	amb business networking
acrso	atlantic center for remote sensing of oceans
adsn-1	amazon data services nova
agili-6	agilit inc
agprog	agpro grain inc.
aia-9	aciers inoxydables atlas
ail-115	aptitude internet solutions
al-266	datahive.ca
al-3	alibaba.com llc
amazo-4	amazon.com, inc.
anoma	anomaly profiles
ascen-59	smith
attach-2	attachmate corporation
bcaa	bcaa
bcs-108	broadband collaborative solutions
bndp	banque nationale de paris
bradf-12	bradford times
bscnm	blue sky community networks of manitoba inc
bsp-4	buy and sell press
canad-104	canadahost inc.
canon-1	canon usa inc.
cban	canadian business advertising network
cc-3272	cogeco connexion inc
ccaas-1	centennial college of applied arts and sciences
ccl-41	wolters kluwer canadian limited
cdl-1	college de l'assomption
cdlrdl-1	cegep de thetford
cdrv-1	centre de recherche volvox
cdsedsat	commission de sante et de securite au travail
ced-24	ced
ceien	cei engineering associates inc
cenga	cengage learning
centr-60	centrilogic, inc.
cfa	calgary free-net association
cfl-4	canadian fracmaster ltd
cia-55	chatham internet access
cida	canadian international development agency
civeci	civec inc.
cl-1379	continent 8 llc
cmc-33-z	canadian museum of civilization
cmhr	canadian museum for human rights
cn-76	communication nunetworx inc.
cnmc-4	cat 'n mouse computers
cobou-1	cobourg networks inc.
cre-35	cbre, inc.
cscdno	conseil scolaire catholique du nouvel ontario
csl-110	commission scolaire de l'estuaire
csp-56	commission scolaire des patriotes
ctpay-1	ct-payments inc
cudm	communaute urbaine de montreal
cwctc	city west cable & telephone corp.
datasp	dataspace insight inc.
dcs-38	drb computer services
dehavi	de havilland inc.
deltac-5	delta controls
dhfs	dnd halifax fleet school
dih-3	developpement innovations haut-richelieu
ecpl-2	essex county library
eic-3	exchangenet internet corporation
epi	emgee products international
erende	erendezvous corporation
erinc	erin connects
esent-1	esentire
ess-8	timothy tyhurst
fcc-211	frontier communications corporation
ffml-3	floradale feed mill limited
finnin	finning international inc.
flextr-z	flextronics international usa , inc.
fortun	fortune consulting incorporated
fpinn	fpinnovations
geomat	geomatics international
gjcl	gary jonas computing ltd.
gl-460	gmchosting llc
glc-48	genesys laboratories canada, inc.
halhin	halhinet
hdh	hotel dieu hospital
hdw	holden day wilson
helico-1	helicon systems inc.
helixo	helix online inc.
hhpcc-1-z	hpc high performance computing centre
himsl	husky injection molding systems limited
hl-187	hotservers llc
hl-63	horizon linux
hmsl-1	harris media systems ltd.
hnc-11	hubsmart networks corp.
honeyw-7	honeywell limited
hronli	hr on-line
hydroq	hydro-quebec international
icarii	icari inc.
ics-11	info-lynk consulting services
idt-26	international discount telecommunications inc.
idteddq	institut de tourisme et d'hotellerie du quebec
ilinkc	ilink communications
impact-1	impact 3000 inc.
infoed	infoedge inc.
innova-11	innovatron
inter-250	interface
intern-7	internet consultants
intern-94	internauts inc.
interp-5	interpath
irb	immigration & refugee board
irvin-15	irving oil company
itera-1	iterativo
jeuc	just energy (u.s.) corp.
jsd	jonoke software development inc.
kalama-2	kalamazoo resa
kingdo	kingdominion inc.
km-69	kix media inc
lcc-25	la cite collegiale
lcsc-2	left coast systems corp.
lhmg-3	larry h miller group
linx-1	linx
lmpp	lawson mardon packaging pacific
ln-105	liberated networks inc
lsrs-1	lord selkirk school division
lsuc-1	the law society of upper canada
macl-5	airenet internet solutions
madhou	mad house inc.
manito	manitoba government
mcc-32	mccullough computer consulting
mcd-3	mindemoya computing and design
mdl-4	ministere de l'agriculture, des pecheries et de l'alimentation du quebec
mediso-6	medisolution inc.
megtoo	meg@toon station
metrop-63	metropolitan telecomm
mfq	ministry of finances of quebec
mil-51	monarch industries limited
ml-1153	mity lite
mnc-381	mitel networks corporation
mo-293	md online
morewa	morewave communication inc.
mot-22	mighty oak technology
mpb-23	montgomery purdue blankenhip a
mt-226	mazagan telecom
mtgcom	mtg communications
mu	mcmaster university
navtec	navtech systems support inc.
nextd	next dimension inc
niit-2	nrc institute for information technology
northw-13	northwest digital
nserc	natural sciences and engineering research council of canada
nsi	netaccess systems inc
nt-30	nivsu technologies
nwcrf	national wireless communications research found.
oct-16	off campus telecommunications
ol-372	netminders server hosting
onl-2	orcca networks ltd
onl-24	onestream networks llc
orthoc	orthocom, inc.
osf-1	office of the superintendent of financial
osfic	office of the superintendent of financial institutions canada
ouac	open universal and acom computing inc.
path	pathway communications
pccf	planet communications & computing facility
phcs-5	pc helpline computer support inc.
priva-5	private residence
pss-1	phoenix systems synetics inc.
qcc-27	quadro communications co-operative inc
quagga	quagga inc.
quebe-61	solutions sans fil wime inc
quez	questzone.net, inc.
radian-1	radiant communications
rahrm	rahr malting
rc-1476	roots corporation
rcc-5	radio college of canada
rci-4	rco consultants/communications inter-acces
rcrsb	renfrew county r.c.s. school board
rcsnet	rcs netherwood
rigst	rigstar communications inc.
rlq	regroupement loisir quebec
rsrc-1	realcase software research corporation
rt-64	rubin thompson
rtoent	rto enterprises inc.
sailt-1	sailthru, inc.
sait	southern alberta institute of technology
sciil	skeena cellulose inc./repap intl. lumber inc.
sph-1	st. peter's hospital
src-2	stentor resource centre
sss-17	shakeel softwar systems
stand-71	standard connections ltd
stsns	sea to sky network solutions inc.
tbe	teledyne brown engineering
tcl-173	tata communications ltd
tctv	transactiv inc
teksav	teksavvy solutions, inc.
telen-15	telenet informatique inc.
tenebr	tenebris technologies inc.
tghs	triple g healthcare systems inc.
thewes-1-z	westlake chemical corporation
tml-193	taylor mccaffrey llp
townof-5	town of geraldton
toycom	toy com
trans-629	transcontinental inc.
trico-49	tri-county communications cooperative, inc.
ucfv	university college of the fraser valley
ucl-2	ugc consulting ltd.
udqt	universite du quebec a trois-rivieres
uds-10	universite de sherbrooke
univer-232	university of lethbridge
univer-36	university of toronto
usconn-1	usconnect toronto
usgc-2	the ultimate software group, of canada inc.
utl-1	unibase telecom limited
vfpa	port metro vancouver
vodaco	vodacom technologies inc
vsu-16	velocix solutions usa inc.
warlig	warlight industries inc.
wms-3	waterloo maple software inc.
ws-118	windward software inc.
xh-15	xpresservers hosting
xt-9	xpert technologies, inc.
scl-80-z	syncrude canada limited
secure-4	secure networks, inc.
shawc-1	shaw communications inc.
silc-11	secure internet llc ca
sis-7	securenet information services inc.
sl-944	sysomos l.p.
snc-5	skeena net corporation
snclav	snc-lavalin, inc.
spc-10	service provider corporation
srfax	srfax
stage-14	stage2data inc.
stin	storm internet services
stipm	spi technologies, inc., paranaque mm
tc-64	tata communications
tcc-164	tata communications canada
tccl-18	tuckersmith communications co-operative limited
tdtec	tdtech solutions
techn-130	technology advanced services inc
techno-37	technologies sepia inc
teled-5	teledistribution amos inc.
terago-1	teragoptp networks
theco-80	the cont. legal edu soc of bc
tms-4	tts meridian systems inc.
tms-5	tts meridian systems
toront-1	toronto free-net inc.
tpl-5	toronto public libraries
tps-1	total pricing systems inc.
trinet-4	trinetcom-1
trini-72	trinitytech inc
ttis-4	take-two interactive software, inc.
ubisof-2	ubisoft entertainment
unb-2	university of new brunswick
us-399	universite sainte-anne
vac-5	virtual applications corp
valiqu	valiquet lamothe inc.
vcg-8	verizon/gteld/horry county government
versus	versus technologies inc.
versus-3	versus
vg-303-z	ville de gatineau
vl-421	videotron ltee
vrtl	ntt global networks incorporated
vserve-1	vservers
wal-24	westjet airlines limited
wc-908	waycom
wccc-1	west canada clearing corperation
webspi-3	webspin 2000
websta-6	webstation.com
wfc-41	white falcon communications
wideco	widecom group inc
wiel	westburne industrial enterprises ltd.
wmh-1	wilson memorial hospital
wwt-1	wwt
xbrcom	xbr communications
xwork	xworks geoservices inc
yiecl	yycix
yrp	york regional police
tatac-41	tata communications,ltd.
tca-51	tata communications (america) inc
techn-65	technoservices inc.
teledi-1	tele-direct publications
th-14	tier1 hosting
thepor	the portage group
tps-34	topcon positioning systems
trail-7	columbia networks inc.
treef-2	treefrog inc.
trocan	trocana resources
ts-1299	strigo
tsl-18	terra surveys limited
ubity	ubity
ubsag	ubs ag
unicat	unicate networks inc.
univer-243	universite bishop
vcu-3	vancouver city savings credit union
vet-17	very eager 4 tees
vianet	vianet
vl-56	varsteel ltd.
waste-19	waste connections inc.
westm-3	west motor co
whitec-1	white communications
wifir-1	wifirush
winds-39	windsor-essex catholic district school board
winken	w-ink enterprises
wolfpa-1	wolfpaw data centres inc
wos-1	web option snc
wrdsb	waterloo region district school board
sport-40	sportsmans web
spsl-8	sggg portfolio system company ltd.
ssl-219	scansafe services llc
ssmbe	algoma district school board
starbr-2	starbright foundation
stikem	stikeman-elliot
stsidm	service telematique service internet de montreal
synchr-14	synchrolith
synte-4	cloudops inc.
tagnl	technology assurance group - national, llc
tantal	tantalus technologies inc.
tbrhp	thunder bay regional hospital - port
techno-86	technologies 20-20 inc.
telca-1	telcan inc
televo-1	televoice communication
telip	teliphone inc.
thewi-3	the wire inc.
tiw-4	wajam
tns	thoughtport networking svcs
to-71	think on inc
trave-1	travelclick inc.
tsbint	tsb international inc
ttmmrc	tmr telecommunications management & marketing research centre inc.
uhn-4	university health network
unbc-2	university of northern british columbia
unigic	unigiciel
unive-208	sharcnet
univer-80	university of ottawa
uunort-1	uunorth international inc.
vcs-30	viridae clinical services
ventu-38	venture computers of canada
ville-1	ville de quebec
vmo-1	virgin mobile ontario
vr-arin	various registries (maintained by arin)
vttc-z	viktor t. toth consulting
waveb	wave broadband
wcsl-2	west-net consulting services ltd.
wgat	worldgate inc.
wn-31	webx networks
wsc-96	wimmer solutions corp
104873	1048734 ontario inc.
accs9	alberta communication cable services inc
acl-11	amulet consulting ltd.
ai-335	aequitas innovations inc.
ai-63	a.r.c. informatique inc.
ampsl	arndt motor & pump service ltd
ang	alberta natural gas
arg-2	angus reid group
arren	alberta regional research and educational network
as-886	achievers
at-2	amanah tech inc.
at-664	akamai technologies
aus	anarchia underground society
azcza	agence zone communications (zone agency)
beauti-1	beautiful  dreams
bella-21	bell aliant / dsl-hsi
bellat-4	bellatrix systems corp.
bn-361	brainstorm network inc
brd	bkm research & development inc.
bsl-306	blazing seo, llc
bul-14	auracom interhop
cailsy	cail systems
canad-105	cloud at cost
cbc-8	crowntek business centres
cci-106	commport communications international inc.
ccl-9	conoco canada limited
cdadq	centre d'insemincation artificielle du quebec inc.
cdl-8	college de limoilou
cdridq-1	centre de recherche ind. du quebec
cep-33	catch engineering partnership
cfil	crestbrook forest industries ltd.
cityof-157	city of yellowknife
click-41	clickback, inc.
cs-397	connectionet solutions
csgl-137	centurytel service group, llc
dcf-7	dodge & cox
dcs-72	dw collyer and sons
desl-1	domain escrow services limited
devico	devicom inc.
distri-47	distributel communications ltd.
dlnsl	dream lab network solutions llc
doubl-31	double f & company ltd. (o/a ab north)
dyadsy	dyad systems inc.
ecl-95	eseelynx communications ltd.
emg	engineered mediums group
equinix	equinix, inc.
erc-4	elecomm research corporation
esl	enterprise solutions, ltd.
espac	espacenet inc.
etc-1	eta technologies corporation
exadle	exadler technologies inc.
fdcse	fdcservers.net
ffc-1	foothills forest corporation
fidal-1	fidalia networks inc.
fn-181	frontier networks inc
fobsk-1	f.o.b. sky inc.
foncl	fonolo
forti-17	fortisalberta
fw	flowfinity wireless inc
gaiag	groupe accra inc. accra group inc.
gcsl	golden capital securities ltd.
gdvnbb	global digital voice network by blackcomm
grafne	grafnetix systems inc.
group-27	groupe produlith
gsh-3	gowling, strathy, and henderson
gt-346	gallup trucking
gt-515	granite telecommunications
gtekco	g-tek consulting
gwcc	golden west computers canada inc.
